section,parent,paid,share_of_all,type,employees,hq,evidence,payees_on_990,employee_source,notes,eric_ok
2: low-confidence $250k+,Pison Stream Solutions (self),337180,0.03%,business,<100,OH,C,Pison Stream Solutions LLC,"SEC EDGAR filing history (Form D exempt-offering notices, 2021) shows only a small, closely held Delaware corporation with no larger public parent","EDGAR shows only Form D private-placement notices, consistent with an independent small shale-tech startup rather than a subsidiary. No employee count is published anywhere found; metrics_jobs_retained_max is 0 for the grant years.",
2: low-confidence $250k+,DiGeronimo Companies (self),330000,0.03%,business,100-499,OH,C,DIGERONIMO COMPANIES,"Same business-press coverage of the diversified construction, excavating and real-estate group; no consolidated headcount was published","DiGeronimo Companies is a multi-generation, family-owned Ohio group (Independence Excavating plus related real-estate and hospitality ventures); no SEC or F5500 record exists since it is privately held, so headcount is a best estimate from press profiles.",
2: low-confidence $250k+,Veluscek and Heban Properties,307622,0.03%,site_development,unresolved,OH,B,Veluscek and Heban Properties,,Rule R4: site_development by name and IRC section; not in the business headline.,
2: low-confidence $250k+,CITY OF BEDFORD HEIGHTS,302350,0.03%,government,unresolved,OH,B,CITY OF BEDFORD HEIGHTS,,Rule R4: government by name and IRC section; not in the business headline.,
2: low-confidence $250k+,CodeBlue 360 (self at grant time),301748,0.03%,business,<100,OH,D,CODEBLUE 360,No F5500 or SEC record found; JobsOhio metrics fields for this recipient are blank,"CodeBlue was an insurance-claims/restoration software company that combined with MADSKY and AccuWin to form Accuserve in January 2023, three years after the 2020 grant; no source found confirms size or ownership at grant time, so the bucket is a best guess and should be treated as unresolved.",
2: low-confidence $250k+,Ace Torwel Inc (self),300000,0.03%,business,<100,OH,D,Ace Torwel Inc,"No F5500, SEC, or JobsOhio metrics record found for this EIN; metrics_jobs_retained_max is blank","Only trade-press mentions of ""Torwel"" as a truck torque-converter remanufacturer were found, with no ownership or size details tied to this Brookville, OH entity; treated as independent given the small Revitalization Grant and no signal of a parent.",
2: low-confidence $250k+,Geis Companies / Samsel Services / Catanese Enterprises (Flats East Bank redevelopment venture),300000,0.03%,site_development,<100,OH,C,1250 Old River Road LLC,metrics_jobs_retained_max = 18 for this project LLC (Revitalization Grant),"1250 Old River Road LLC is a single-building project entity in Cleveland's Flats district, redeveloped by a joint venture of Cleveland-area developers Geis Companies, Samsel Services and Catanese Enterprises; the 18 jobs retained is consistent with a small commercial building, not a large operating company.",
2: low-confidence $250k+,Dunkirk Realty (Albert Macanian),300000,0.03%,site_development,<100,NY,C,Tower Partners LLC,https://en.wikipedia.org/wiki/Stratacache_Tower,"Ohio LLC managed by Albert Macanian of Plainview, NY (2012 Form D, $6.44M raised) that bought Dayton's Kettering Tower in 2012 for $6.4M per Wikipedia; sold to Stratacache in 2019. The 1,750 retained jobs are building tenants, not the owner's staff; no developer headcount found, so <100 is a best guess. Adjudicated Sept 19, 2026: re-check answer accepted over the first pass.",
2: low-confidence $250k+,Vora Solution Center LLC (self; developer not identified),300000,0.03%,site_development,<100,OH,D,Vora Solution Center LLC,"No F5500, SEC, or JobsOhio metrics record found for this EIN; the company's own site describes a leasable office building rather than an operating company","Vora Solution Center's own website markets Class A/B office space for lease in Springdale/Blue Ash, OH, suggesting a site-development/real-estate vehicle rather than an operating business, though all JobsOhio metrics fields (programs, jobs retained) are blank for this recipient so the grant type could not be confirmed. Google News RSS returned no results for any query tried this session (the feed appeared unreachable in this environment), and no press release, business registry, or ownership rec",
2: low-confidence $250k+,"Unresolved developer of the Ohio Awning building project, Cleveland",300000,0.03%,site_development,<100,OH,D,OHIO AWNING GRANT LENDER INC,https://news.google.com/rss/search?q=%22Ohio+Awning%22+redevelopment,"A 'Grant Lender' entity is a financing vehicle for a single redevelopment, likely the Ohio Awning building in Cleveland; news results point only to Tremont apartment projects around 2018-2020 and the developer was not confirmed. The Form 5500 sponsor on this EIN (Loyal Health, Inc) looks like EIN reuse and was ignored; size bucket is a guess. Adjudicated Sept 19, 2026: re-check answer accepted over the first pass.",
2: low-confidence $250k+,"Scioto Valley Woodworking, Inc.",300000,0.03%,business,<100,OH,D,SCIOTO VALLEY WOODWORKING INC,"input signals: Revitalization Grant, jobs_retained_max 0","No SEC filing, JobsOhio press release, Form 5500, or news coverage found for this Waverly woodworking company after EDGAR and Google News searches; treated as an independent small manufacturer on a best guess.",
2: low-confidence $250k+,CGF REALTY LLC,300000,0.03%,site_development,unresolved,OH,B,CGF REALTY LLC,,Rule R4: site_development by name and IRC section; not in the business headline.,
2: low-confidence $250k+,"GTL Lumber, Inc.",300000,0.03%,business,<100,OH,C,GTL LUMBER INC,https://www.irontontribune.com (same article; JobsOhio jobs_retained_max 18),"Ironton Tribune reported GTL Lumber bought Muth Lumber in Dec 2019 and added 19 jobs, matching JobsOhio's 18 jobs-retained figure; no outside parent company found.",
2: low-confidence $250k+,"Unresolved (Louisville, KY-registered project LLC)",300000,0.03%,site_development,<100,KY,D,OREGON INNOVATION DISTRICT LLC,no metrics or press release found,"Recipient is an LLC named ""Oregon Innovation District"" registered to a Louisville KY address with no JobsOhio metrics record; a similarly-named $120M ""Oregon District"" redevelopment in Dayton OH surfaced in news searches but a link to this LLC, or its developer, could not be confirmed.",
2: low-confidence $250k+,"American Nuts, Inc.",300000,0.03%,business,100-499,CA,D,AMERICAN NUTS INC,"no direct employee count found; metrics_jobs_retained_max 0 (Economic Development Grant, new Ohio site)","American Nuts was independently/family owned during the 2021 grant year and headquartered in Sylmar CA; it was acquired by a Gauge Capital-backed platform in April 2022, after the grant year, so the PE owner is noted but not treated as parent. No employee total was found; bucket is a best guess for a national nut-processing brand.",
2: low-confidence $250k+,"International Cushioning Company, LLC",300000,0.03%,business,<100,NJ,C,INTERNATIONAL CUSHIONING COMPANY LLC,https://www.jobsohio.com/newsroom/news-press/international-cushioning-company-will-serve-regional-customers-with-new-ohio-location,"JobsOhio's release describes ICC as an independent, 50+ year old commercial packaging manufacturer with existing NJ, TX and NC plants and no named parent; the new Fremont OH plant added 75 jobs, but no company-wide employee total was published.",
2: low-confidence $250k+,"Nehemiah Manufacturing Company, LLC",300000,0.03%,business,100-499,OH,C,NEHEMIAH MANUFACTURING COMPANY LLC,metrics_jobs_retained_max 125 (input signal); Cincinnati Enquirer coverage of company growth,"Nehemiah Manufacturing is an independently owned, second-chance-hiring consumer goods maker founded in Cincinnati in 2009 with no outside corporate parent; 125 jobs retained per JobsOhio and known headcount growth support the 100-499 bucket.",
2: low-confidence $250k+,North Point Leasing Corp,300000,0.03%,business,<100,OH,D,NORTH POINT LEASING CORP,no metrics or press release found,"No JobsOhio project metrics, SEC filing, or news coverage found for this Mayfield Heights leasing company after EDGAR and Google News searches; treated as a small independent company on a best guess.",
2: low-confidence $250k+,"Cerelia (Cerelia Bakery USA, Inc.)",300000,0.03%,business,500-4999,France,C,CERELIA USA BAKERY INC,https://www.jobsohio.com/newsroom/news-press/france-based-cerelia-will-grow-within-ohios-strong-food-industry (no company-wide total given); general knowledge of Cerelia Group's multi-plant US/Europe footprint,"JobsOhio's own release identifies Cerelia as ""France-based"" and describes the Whitehall plant as a $29.2M, 150,000 sq ft investment adding 40 jobs (80 retained); Cerelia Group operates multiple plants across the US and Europe, supporting a mid-size 500-4999 bucket, but no exact global headcount was found.",
2: low-confidence $250k+,"Charles River Laboratories International, Inc.",300000,0.03%,business,5000+,MA,C,CHARLES RIVER LABORATORIES INC,"https://en.wikipedia.org/wiki/Charles_River_Laboratories (19,700-20,000+ employees worldwide, 2024-2025)","The recipient EIN traces to WIL Research Laboratories LLC (Ashland, OH; f5500 635 participants in 2015), acquired by Charles River Laboratories International (NYSE: CRL) in 2016; Charles River is headquartered in Wilmington, MA with about 20,000 employees worldwide, and its own 2022 JobsOhio release describes a 500-job, $212M Ashland OH expansion. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,J and M Holdings LLC,300000,0.03%,business,<100,CO,D,J AND M HOLDINGS LLC,no metrics or press release found,"No JobsOhio project metrics, SEC filing, or news coverage found for this Aurora, Colorado-registered holding company after EDGAR and Google News searches; treated as its own small parent on a best guess.",
2: low-confidence $250k+,Bellevue Economic Development Corporation,298647,0.03%,nonprofit,unresolved,OH,B,Bellevue Economic Development Corporation,,Rule R4: nonprofit by name and IRC section; not in the business headline.,
2: low-confidence $250k+,PENTA Career Center,290733,0.02%,government,100-499,OH,C,PENTA CAREER CENTER,"no exact staff count found; typical Ohio joint vocational school district (JVSD) staffing for a 5-county, multi-district career center","PENTA Career Center is a public joint vocational school district in Perrysburg Township, Wood County OH, opened in 1965 and serving 16 school districts across 5 counties; the recipient_class_auto tag of ""business"" appears mistaken, this is a public education entity, not a private company.",
2: low-confidence $250k+,Wright Warehousing Inc,290000,0.02%,business,<100,OH,D,Wright Warehousing Inc,no metrics or press release found,"No JobsOhio project metrics, SEC filing, or news coverage found for this Lima, Ohio warehousing company after EDGAR and Google News searches; treated as a small independent company on a best guess.",
2: low-confidence $250k+,CITY OF TRENTON OHIO,284984,0.02%,government,unresolved,OH,B,CITY OF TRENTON OHIO,,Rule R4: government by name and IRC section; not in the business headline.,
2: low-confidence $250k+,J&M Investments of NW Ohio LLC,280000,0.02%,site_development,<100,OH,C,J&M INVESTMENTS OF NW OHIO LLC,"WKEF ""New 40,000 sq ft manufacturing facility to boost Miami County's economy by 2024""; no distinct developer or employee count found beyond this LLC","This is a Spec Development (OSIP) grant for a spec industrial building in a Piqua-area park; local coverage of the project did not name a separate developer, so the LLC itself is treated as the parent. No employee count applies to a single-project real-estate LLC.",
2: low-confidence $250k+,MFM Building Products Corp.,275000,0.02%,business,100-499,OH,C,MFM BUILDING PRODUCTS,JobsOhio metrics_jobs_retained_max of 70 at the Coshocton site; no independent employee count found,"MFM Building Products Corp. is headquartered at the Coshocton address itself, manufacturing waterproofing membranes since 1961, with no outside parent found. Only a 70-job retention floor was available, so the bucket is a guess above that floor.",
2: low-confidence $250k+,WASHINGTON COUNTY CAREER CENTER,259877,0.02%,government,unresolved,OH,B,WASHINGTON COUNTY CAREER CENTER,,Rule R4: government by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Celina City Board of Education,250000,0.02%,government,unresolved,OH,B,Celina City Board of Education,,Rule R4: government by name and IRC section; not in the business headline.,
2: low-confidence $250k+,King's Command Foods LLC,250000,0.02%,business,100-499,CA,D,King's Command Foods LLC,"JobsOhio metrics_jobs_retained_max of 47 at the Versailles, OH plant; no independent worldwide employee count found","King's Command Foods is a specialty meat-topping producer generally associated with Anaheim, California, but no source fetched this session confirmed a headquarters address or an outside corporate parent. The bucket is a guess above the 47-job Versailles retention floor.",
2: low-confidence $250k+,Peter Cremer Group,250000,0.02%,business,500-4999,Germany,C,Peter Cremer North America LP,"Form 5500 participants 2019 (326) and 2023 (388) for the Cincinnati entity alone; Peter Cremer is a multi-site oleochemicals group with German, US and other operations",Peter Cremer North America LP is the US arm of the German Peter Cremer oleochemicals group; a skeptical reader should note the German parent link here rests on the company's name and industry pattern rather than a source fetched this session. The Cincinnati entity's own Form 5500 plan had 326-388 participants around the grant year.,
2: low-confidence $250k+,The Black Family Limited Partnership,250000,0.02%,site_development,<100,OH,D,The Black Family Limited Partnership,No source found,"No JobsOhio project page, news coverage, or Form 5500 record was found for this recipient despite several searches; the LP naming pattern suggests a family real-estate holding entity rather than an operating business. A skeptical reader should treat this row as unverified.",
2: low-confidence $250k+,GBX Group LLC,250000,0.02%,site_development,100-499,OH,C,2101 Superior Avenue LLC,Same PR Newswire release on GBX's HQ move to the Superior Arts District building; no exact employee count found,2101 Superior Avenue LLC appears to be the real-estate entity for GBX Group LLC's (formerly global X) new Cleveland headquarters building in the Superior Arts Corridor. GBX Group is a Cleveland-based historic redevelopment and tax-credit finance firm; its worldwide headcount is a guess.,
2: low-confidence $250k+,"Southside Redevelopment, LLC",250000,0.02%,site_development,<100,OH,D,SOUTHSIDE REDEVELOPMENT LLC,No source found,"No news coverage or JobsOhio project page was found for this Revitalization Grant recipient; JobsOhio's own metrics list zero jobs retained and industry ""Other,"" consistent with a pass-through real-estate redevelopment LLC. Treated as its own parent for lack of any other identified owner.",
2: low-confidence $250k+,Tenk Center LLC,250000,0.02%,site_development,<100,OH,D,Tenk Center LLC,JobsOhio metrics_jobs_retained_max of 20; no independent source found,"No news coverage, company website, or JobsOhio project page was found for this Revitalization Grant recipient despite several searches. Treated as its own parent with a 20-job floor from JobsOhio's own metrics.",
2: low-confidence $250k+,Beam Technologies Inc. (Beam Benefits),250000,0.02%,business,100-499,OH,C,BEAM TECHNOLOGIES INC,https://www.beam.dental/about; JobsOhio release headline (workforce more than tripled around the 2020 grant),"Beam is a privately held, Columbus-based insurtech (now Beam Benefits) that JobsOhio said more than tripled its workforce; no exact worldwide headcount was found so the bucket is an estimate from company stage and grant size.",
2: low-confidence $250k+,"Kuraray Co., Ltd.",250000,0.02%,business,5000+,Japan,C,CALGON CARBON CORPORATION,https://en.wikipedia.org/wiki/Kuraray,"Kuraray, a large Japanese chemicals manufacturer, acquired Calgon Carbon for $1.1 billion in 2018, before the 2020 grant. The input's EDGAR name match (R.R. Donnelley) is an unrelated EIN-reuse mismatch, not Calgon Carbon's own filing. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,"Körber AG (Schleifring / machine-tools division, operating United Grinding Group)",250000,0.02%,business,5000+,Germany,C,UNITED GRINDING NORTH AMERICA INC,https://en.wikipedia.org/wiki/K%C3%B6rber,"United Grinding North America is the US arm of United Grinding Group, part of German holding company Körber AG's machine-tools business at the time of the 2020 grant (the grinding unit merged with GF Machining Solutions in 2024). Körber employs well over 5,000 people worldwide. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,"White Castle Management Co. (privately held, Ingram family)",250000,0.02%,business,5000+,OH,C,WHITE CASTLE MANAGEMENT CO,https://en.wikipedia.org/wiki/White_Castle_(restaurant) (chain of roughly 345 locations),"White Castle is a privately held, family-owned chain headquartered in Columbus, Ohio (founded 1921 in Wichita, Kansas); no exact worldwide headcount was found, but a chain of roughly 345 restaurants typically employs well over 5,000 people.",
2: low-confidence $250k+,Kyocera Corporation,250000,0.02%,business,5000+,Japan,C,KYOCERA SGS PRECISION TOOLS INC,https://en.wikipedia.org/wiki/Kyocera,"Kyocera SGS Precision Tools is a US subsidiary of Kyocera Corporation, a Japanese multinational that files 20-F annual reports with the SEC and employs tens of thousands worldwide. The Ohio entity's own Form 5500 plan (297-470 participants) is far smaller than the parent. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,"Nippon Paint Holdings Co., Ltd.",250000,0.02%,business,5000+,Japan,C,NIPPON PAINT AUTOMOTIVE AMERICAS INC,https://en.wikipedia.org/wiki/Nippon_Paint (world's 4th-largest paint manufacturer by 2020 revenue),"Nippon Paint Automotive Americas is a US unit of Nippon Paint Holdings, ranked the world's fourth-largest paint maker by revenue. No Ohio-specific size signals were in the input, so this rests on the parent's public profile. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,"O-I Glass, Inc. (Owens-Illinois)",250000,0.02%,business,5000+,OH,C,OWENS-BROCKWAY GLASS CONTAINER INC,https://en.wikipedia.org/wiki/O-I_Glass (largest glass-container maker in several world regions),"Owens-Brockway is a subsidiary of O-I Glass (Owens-Illinois), an SEC-registered 10-K filer headquartered in Perrysburg, Ohio; the company traces to the Owens Bottle Company founded in Toledo, Ohio in 1903. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,"Caliber Mold and Machine, Inc.",250000,0.02%,business,<100,OH,C,CALIBER MOLD AND MACHINE INC,JobsOhio metrics_jobs_retained_max of 21,"Caliber Mold and Machine is a small, independent Akron mold and machine shop confirmed by local news coverage of a fire at its facility; JobsOhio's jobs-retained figure of 21 supports a small headcount.",
2: low-confidence $250k+,CiiC Holdings Ltd,250000,0.02%,site_development,<100,OH,D,CIIC HOLDINGS LTD,https://www.jobsohio.com/why-ohio/get-started/revitalization-program,"A Cleveland holding company that got only a $250,000 Revitalization Grant with zero jobs retained, so it looks like a property-owning entity; the name may refer to the Cleveland Industrial Innovation Center, but that link is unconfirmed. The JobsOhio sitemap, Google News RSS, EDGAR and guessed domains named no developer or operator. Adjudicated Sept 19, 2026: re-check answer accepted over the first pass.",
2: low-confidence $250k+,OHIO UNIVERSITY,250000,0.02%,university,unresolved,OH,B,OHIO UNIVERSITY,,Rule R4: university by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Prime Solon Investments LLC (developer unresolved),250000,0.02%,site_development,<100,OH,D,PRIME SOLON INVESTMENTS LLC,No source found; metrics fields are blank in the input,"No JobsOhio release, EDGAR filing, or news coverage names Prime Solon Investments LLC; the name suggests a real-estate or site-development vehicle tied to Solon, Ohio, but no operating company or developer could be confirmed.",
2: low-confidence $250k+,"Ohio Steel Industries, Inc.",250000,0.02%,business,100-499,OH,C,OHIO STEEL INDUSTRIES INC,https://news.google.com/rss/search?q=%22Ohio+Steel+Industries%22+Columbus+family+owned,"F5500 sponsor is Ohio Steel Industries itself (OH), with participants rising from 216 (2015) to 505 (2023); since participants include former employees with balances, the 500-999 range is ambiguous for current headcount, so bucket is a lower-end estimate. JobsOhio lists 198 jobs retained. No parent found.",
